ID,Name,Class,Type,CD,Region,Parent,Slug,Lat,Lng,CoordSrc,Pop2021,Pop2016,Dwellings2021,LandKm2,PopSrc,DistWinnipegKM,DistBrandonKM,Score,Gate,DeferReason
MB-4611040,"Winnipeg",CSD,"City",11,Winnipeg Metro,,winnipeg,49.88444,-97.14639,CGN,749607,705244,315465,461.78,"StatCan 98-10-0002",1,201,78.3,BUILD,""
MB-4607062,"Brandon",CSD,"City",07,Westman,,brandon,49.84694,-99.95222,CGN,51313,48883,22526,79.04,"StatCan 98-10-0002",202,0,71.9,BUILD,""
MB-4602044,"Steinbach",CSD,"City",02,Eastman,,steinbach,49.52583,-96.68389,CGN,17806,16022,7092,37.56,"StatCan 98-10-0002",52,238,67.2,BUILD,""
MB-4613047,"Selkirk",CSD,"City",13,Interlake,,selkirk,50.14361,-96.88389,CGN,10504,10278,4643,24.47,"StatCan 98-10-0002",33,222,66.7,BUILD,""
MB-4609029,"Portage la Prairie",CSD,"City",09,Central Plains,,portage-la-prairie,49.97278,-98.29194,CGN,13270,13304,6109,24.72,"StatCan 98-10-0002",83,120,65.7,BUILD,""
MB-WPG-downtown-winnipeg,"Downtown Winnipeg",NEIGHBORHOOD,"Neighborhood",11,Winnipeg Metro,winnipeg,downtown-winnipeg,49.89556,-97.13861,Wikidata,66850,,,,"Wikidata P1082 (census-sourced)",0,202,65.5,BUILD,""
MB-4603050,"Winkler",CSD,"City",03,Pembina Valley,,winkler,49.18167,-97.94028,CGN,13745,12660,5239,20.73,"StatCan 98-10-0002",98,163,65.3,BUILD,""
MB-WPG-st-boniface,"St. Boniface",NEIGHBORHOOD,"Neighborhood",11,Winnipeg Metro,winnipeg,st-boniface,49.90000,-97.10000,Wikidata,58520,,,,"Wikidata P1082 (census-sourced)",3,204,65.1,BUILD,""
MB-4612047,"Springfield",CSD,"Rural Municipality",12,Eastman,,springfield,49.91667,-96.75000,CGN,16142,15342,5992,1096.17,"StatCan 98-10-0002",28,229,64.7,BUILD,""
MB-4613032,"East St. Paul",CSD,"Rural Municipality",13,Interlake,,east-st-paul,49.97722,-97.01028,CGN,9725,9372,3504,41.79,"StatCan 98-10-0002",13,211,64.2,BUILD,""
MB-WPG-west-kildonan,"West Kildonan",NEIGHBORHOOD,"Neighborhood",11,Winnipeg Metro,winnipeg,west-kildonan,49.93306,-97.11694,Wikidata,38555,,,,"Wikidata P1082 (census-sourced)",4,203,64.2,BUILD,""
MB-4602041,"Hanover",CSD,"Rural Municipality",02,Eastman,,hanover,49.46667,-96.83333,CGN,17216,15540,5305,730.44,"StatCan 98-10-0002",52,228,64.1,BUILD,""
MB-WPG-transcona,"Transcona",NEIGHBORHOOD,"Neighborhood",11,Winnipeg Metro,winnipeg,transcona,49.89560,-97.00530,Wikidata,36280,,,,"Wikidata P1082 (census-sourced)",10,211,63.9,BUILD,""
MB-4602069,"Taché",CSD,"Rural Municipality",02,Eastman,,tache,49.70000,-96.66667,CGN,11916,11568,4117,580.64,"StatCan 98-10-0002",40,236,63.8,BUILD,""
MB-4613043,"St. Andrews",CSD,"Rural Municipality",13,Interlake,,st-andrews,50.25000,-97.00000,CGN,11723,11913,4736,739.61,"StatCan 98-10-0002",41,215,63.7,BUILD,""
MB-4613056,"St. Clements",CSD,"Rural Municipality",13,Interlake,,st-clements,50.16417,-96.75056,CGN,11586,10876,5720,711.17,"StatCan 98-10-0002",41,231,63.7,BUILD,""
MB-4602075,"Ritchot",CSD,"Rural Municipality",02,Eastman,,ritchot,49.70417,-97.09083,CGN,7469,6679,2769,332.23,"StatCan 98-10-0002",22,206,63.4,BUILD,""
MB-4613037,"West St. Paul",CSD,"Rural Municipality",13,Interlake,,west-st-paul,49.99944,-97.16222,CGN,6682,5368,2270,87.49,"StatCan 98-10-0002",12,200,63.4,BUILD,""
MB-4610035,"Macdonald",CSD,"Rural Municipality",10,Central Plains,,macdonald,49.66667,-97.50000,CGN,8120,7162,2815,1156.11,"StatCan 98-10-0002",36,177,63.1,BUILD,""
MB-4614036,"Rockwood",CSD,"Rural Municipality",14,Interlake,,rockwood,50.25000,-97.33333,CGN,8440,7823,2927,1184.89,"StatCan 98-10-0002",42,192,63,BUILD,""
MB-4617050,"Dauphin",CSD,"City",17,Parkland,,dauphin,51.14944,-100.04944,CGN,8368,8369,4048,12.67,"StatCan 98-10-0002",249,145,62.9,BUILD,""
MB-4602046,"Niverville",CSD,"Town",02,Eastman,,niverville,49.60556,-97.04167,CGN,5947,4610,2010,8.7,"StatCan 98-10-0002",33,211,62.6,BUILD,""
MB-4614039,"Stonewall",CSD,"Town",14,Interlake,,stonewall,50.13444,-97.32611,CGN,5046,4809,2127,5.96,"StatCan 98-10-0002",30,190,62.3,BUILD,""
MB-4612054,"Brokenhead",CSD,"Rural Municipality",12,Eastman,,brokenhead,50.07806,-96.49944,CGN,5414,5122,2213,749.69,"StatCan 98-10-0002",50,248,61.9,BUILD,""
MB-4615020,"Neepawa",CSD,"Town",15,Westman,,neepawa,50.22889,-99.46556,CGN,5685,4609,1946,17.09,"StatCan 98-10-0002",170,55,61.8,BUILD,""
MB-4602053,"La Broquerie",CSD,"Rural Municipality",02,Eastman,,la-broquerie,49.39722,-96.51694,CGN,6725,6076,2177,578.97,"StatCan 98-10-0002",71,252,61.7,BUILD,""
MB-4602057,"Ste. Anne",CSD,"Rural Municipality",02,Eastman,,ste-anne-rm,49.58333,-96.50000,CGN,5584,5003,2092,476.81,"StatCan 98-10-0002",58,250,61.7,BUILD,""
MB-4603053,"Morden",CSD,"Town",03,Pembina Valley,,morden,49.19194,-98.10056,CGN,9929,8668,4162,16.29,"StatCan 98-10-0002",105,152,61.5,BUILD,""
MB-4609024,"Portage la Prairie",CSD,"Rural Municipality",09,Central Plains,,portage-la-prairie-rm,49.99278,-98.26917,CGN,6888,6975,2456,1973.45,"StatCan 98-10-0002",82,121,61.4,BUILD,""
MB-4603047,"Stanley",CSD,"Rural Municipality",03,Pembina Valley,,stanley,49.16861,-98.08583,CGN,8981,8969,2354,835.18,"StatCan 98-10-0002",106,154,61.2,BUILD,""
MB-4618031,"Gimli",CSD,"Rural Municipality",18,Interlake,,gimli,50.66667,-97.05000,CGN,6569,6181,4793,318.1,"StatCan 98-10-0002",86,225,61.2,BUILD,""
MB-WPG-osborne-village,"Osborne Village",NEIGHBORHOOD,"Neighborhood",11,Winnipeg Metro,winnipeg,osborne-village,49.87860,-97.14580,Wikidata,12745,,,,"Wikidata P1082 (census-sourced)",2,201,61,BUILD,""
MB-4603041,"Rhineland",CSD,"Rural Municipality",03,Pembina Valley,,rhineland,49.16361,-97.66222,CGN,5819,5945,1748,958.48,"StatCan 98-10-0002",90,182,60.8,BUILD,""
MB-UNP-fort-richmond,"Fort Richmond",NEIGHBORHOOD,"Neighborhood",11,Winnipeg Metro,winnipeg,fort-richmond,49.79222,-97.14306,CGN,12290,,,,"GeoNames (census-derived)",11,201,60.7,BUILD,""
MB-UNP-oakbank,"Oakbank",COMMUNITY,"Community",12,Eastman,,oakbank,49.94361,-96.84278,CGN,5041,,,,"StatCan 98-10-0011 (population centre)",22,223,60.6,BUILD,""
MB-WPG-richmond-west,"Richmond West",NEIGHBORHOOD,"Neighborhood",11,Winnipeg Metro,winnipeg,richmond-west,49.78800,-97.19100,Wikidata,8605,,,,"Wikidata P1082 (census-sourced)",12,198,59.9,BUILD,""
MB-4607060,"Cornwallis",CSD,"Rural Municipality",07,Westman,,cornwallis,49.79722,-99.84722,CGN,4568,4506,1850,500.51,"StatCan 98-10-0002",195,9,59.8,BUILD,""
MB-WPG-island-lakes,"Island Lakes",NEIGHBORHOOD,"Neighborhood",11,Winnipeg Metro,winnipeg,island-lakes,49.83610,-97.06030,Wikidata,7525,,,,"Wikidata P1082 (census-sourced)",9,207,59.8,BUILD,""
MB-WPG-tuxedo,"Tuxedo",NEIGHBORHOOD,"Neighborhood",11,Winnipeg Metro,winnipeg,tuxedo,49.86060,-97.21780,Wikidata,7145,,,,"Wikidata P1082 (census-sourced)",7,196,59.7,BUILD,""
MB-4611042,"Headingley",CSD,"Rural Municipality",11,Winnipeg Metro,,headingley,49.86972,-97.38556,CGN,4331,3579,1342,107.53,"StatCan 98-10-0002",18,184,59.4,BUILD,""
MB-UNP-silver-heights,"Silver Heights",NEIGHBORHOOD,"Neighborhood",11,Winnipeg Metro,winnipeg,silver-heights,49.88167,-97.24944,CGN,5405,,,,"GeoNames (census-derived)",8,194,59.1,BUILD,""
MB-WPG-st-norbert,"St. Norbert",NEIGHBORHOOD,"Neighborhood",11,Winnipeg Metro,winnipeg,st-norbert,49.76640,-97.14720,Wikidata,5850,,,,"Wikidata P1082 (census-sourced)",14,201,59.1,BUILD,""
MB-UNP-waverley-heights,"Waverley Heights",NEIGHBORHOOD,"Neighborhood",11,Winnipeg Metro,winnipeg,waverley-heights,49.80583,-97.16528,CGN,5150,,,,"GeoNames (census-derived)",10,200,59,BUILD,""
MB-4610043,"Cartier",CSD,"Rural Municipality",10,Central Plains,,cartier,49.88306,-97.67583,CGN,3344,3368,850,552.94,"StatCan 98-10-0002",39,163,58.2,BUILD,""
MB-4614031,"Woodlands",CSD,"Rural Municipality",14,Interlake,,woodlands,50.16667,-97.75278,CGN,3797,3416,1483,1197.59,"StatCan 98-10-0002",53,161,58.1,BUILD,""
MB-4602032,"De Salaberry",CSD,"Rural Municipality",02,Eastman,,de-salaberry,49.40000,-97.00833,CGN,3918,3580,1295,667.57,"StatCan 98-10-0002",56,218,58,BUILD,""
MB-4612056,"Beausejour",CSD,"Town",12,Eastman,,beausejour,50.06222,-96.51611,CGN,3307,3219,1572,5.42,"StatCan 98-10-0002",48,247,57.9,BUILD,""
MB-4602061,"Ste. Anne",CSD,"Town",02,Eastman,,ste-anne,49.66972,-96.64944,CGN,2891,2114,1204,4.14,"StatCan 98-10-0002",43,238,57.8,BUILD,""
MB-4615075,"Minnedosa",CSD,"Town",15,Westman,,minnedosa,50.24528,-99.84278,CGN,2741,2449,1398,14.95,"StatCan 98-10-0002",197,45,57.7,BUILD,""
MB-4603065,"Morris",CSD,"Rural Municipality",03,Pembina Valley,,morris-rm,49.40000,-97.45833,CGN,3049,3047,992,1035.32,"StatCan 98-10-0002",60,186,57.4,BUILD,""
MB-4607057,"Whitehead",CSD,"Rural Municipality",07,Westman,,whitehead,49.77944,-100.23389,CGN,1679,1651,645,577.6,"StatCan 98-10-0002",222,22,57.4,BUILD,""
MB-4608046,"North Norfolk",CSD,"Rural Municipality",08,Central Plains,,north-norfolk,49.91639,-98.83917,CGN,3915,3853,1433,1158.26,"StatCan 98-10-0002",122,80,57.3,BUILD,""
MB-4605025,"Killarney - Turtle Mountain",CSD,"Rural Municipality",05,Westman,,killarney-turtle-mountain,49.18139,-99.66583,CGN,3520,3429,1689,930.02,"StatCan 98-10-0002",199,77,57.2,BUILD,""
MB-4601057,"Lac du Bonnet",CSD,"Rural Municipality",01,Eastman,,lac-du-bonnet-rm,50.25000,-96.16750,CGN,3563,3121,2757,1097.61,"StatCan 98-10-0002",80,274,57.1,BUILD,""
MB-4603040,"Altona",CSD,"Town",03,Pembina Valley,,altona,49.10472,-97.55889,CGN,4267,4212,1760,9.35,"StatCan 98-10-0002",93,192,57.1,BUILD,""
MB-4606034,"Virden",CSD,"Town",06,Westman,,virden,49.85083,-100.93167,CGN,3118,3322,1508,8.96,"StatCan 98-10-0002",272,70,57.1,BUILD,""
MB-4603074,"Carman",CSD,"Town",03,Pembina Valley,,carman,49.49917,-98.00083,CGN,3114,3164,1466,4.32,"StatCan 98-10-0002",76,146,57,BUILD,""
MB-4607071,"Elton",CSD,"Rural Municipality",07,Westman,,elton,49.97472,-99.83500,CGN,1276,1273,503,576.14,"StatCan 98-10-0002",193,16,57,BUILD,""
MB-4607068,"Carberry",CSD,"Town",07,Westman,,carberry,49.86889,-99.35944,CGN,1818,1738,847,4.8,"StatCan 98-10-0002",159,42,56.9,BUILD,""
MB-4609018,"Grey",CSD,"Rural Municipality",09,Central Plains,,grey,49.71111,-98.07500,CGN,2517,2648,1034,968.9,"StatCan 98-10-0002",70,135,56.7,BUILD,""
MB-4614015,"Rosser",CSD,"Rural Municipality",14,Interlake,,rosser,49.91667,-97.46667,CGN,1270,1372,448,441.74,"StatCan 98-10-0002",24,178,56.7,BUILD,""
MB-4601071,"Alexander",CSD,"Rural Municipality",01,Eastman,,alexander,50.48333,-96.05000,CGN,3854,3333,4347,1560.05,"StatCan 98-10-0002",101,287,56.6,BUILD,""
MB-4610052,"St. François Xavier",CSD,"Rural Municipality",10,Central Plains,,st-francois-xavier,49.91667,-97.67444,CGN,1449,1411,514,205.14,"StatCan 98-10-0002",38,163,56.6,BUILD,""
MB-UNP-lorette,"Lorette",COMMUNITY,"Local Urban District",02,Eastman,,lorette,49.73917,-96.87167,CGN,3230,,,,"StatCan 98-10-0011 (population centre)",26,221,56.6,BUILD,""
MB-4603072,"Dufferin",CSD,"Rural Municipality",03,Pembina Valley,,dufferin,49.52639,-98.07333,CGN,2543,2435,806,916.11,"StatCan 98-10-0002",79,140,56.5,BUILD,""
MB-4603067,"Morris",CSD,"Town",03,Pembina Valley,,morris,49.35500,-97.36500,CGN,1975,1885,868,5.91,"StatCan 98-10-0002",62,194,56.5,BUILD,""
MB-4604064,"Lorne",CSD,"Rural Municipality",04,Pembina Valley,,lorne,49.41917,-98.74861,CGN,2904,3041,1199,923.03,"StatCan 98-10-0002",127,99,56.2,BUILD,""
MB-UNP-la-salle,"La Salle",COMMUNITY,"Community",10,Central Plains,,la-salle,49.69306,-97.26389,CGN,2471,,,,"StatCan 98-10-0011 (population centre)",24,194,56.1,BUILD,""
MB-4615078,"Rosedale",CSD,"Rural Municipality",15,Westman,,rosedale,50.32750,-99.50444,CGN,1524,1672,587,864.68,"StatCan 98-10-0002",175,62,56,BUILD,""
MB-UNP-stony-mountain,"Stony Mountain",COMMUNITY,"Community",14,Interlake,,stony-mountain,50.08639,-97.21889,CGN,2160,,,,"StatCan 98-10-0011 (population centre)",22,197,55.9,BUILD,""
MB-4618040,"St. Laurent",CSD,"Rural Municipality",18,Interlake,,st-laurent,50.33333,-97.83333,CGN,1542,1338,1260,480.15,"StatCan 98-10-0002",69,160,55.8,BUILD,""
MB-UNP-mitchell,"Mitchell",COMMUNITY,"Local Urban District",02,Eastman,,mitchell,49.53417,-96.76194,CGN,3136,,,,"StatCan 98-10-0011 (population centre)",48,232,55.8,BUILD,""
MB-4606016,"Sifton",CSD,"Rural Municipality",06,Westman,,sifton,49.66556,-100.66194,CGN,1239,1256,771,839.5,"StatCan 98-10-0002",254,55,55.7,BUILD,""
MB-4614042,"Teulon",CSD,"Town",14,Interlake,,teulon,50.38583,-97.26111,CGN,1196,1201,588,3.23,"StatCan 98-10-0002",55,201,55.7,BUILD,""
MB-4618037,"Armstrong",CSD,"Rural Municipality",18,Interlake,,armstrong,50.66667,-97.45000,CGN,1967,1792,1056,1868.24,"StatCan 98-10-0002",89,200,55.7,BUILD,""
MB-4618034,"Winnipeg Beach",CSD,"Town",18,Interlake,,winnipeg-beach,50.49972,-96.97472,CGN,1439,1145,1661,3.91,"StatCan 98-10-0002",68,224,55.7,BUILD,""
MB-4615037,"Hamiota",CSD,"Rural Municipality",15,Westman,,hamiota,50.16500,-100.59583,CGN,1234,1225,610,577.68,"StatCan 98-10-0002",249,58,55.6,BUILD,""
MB-UNP-deer-lodge,"Deer Lodge",NEIGHBORHOOD,"Neighborhood",11,Winnipeg Metro,winnipeg,deer-lodge,49.88278,-97.23139,CGN,3865,,,,"GeoNames (census-derived)",7,195,55.5,BUILD,""
MB-4601046,"Whitemouth",CSD,"Rural Municipality",01,Eastman,,whitemouth,49.97472,-95.95694,CGN,1630,1557,780,697.35,"StatCan 98-10-0002",85,286,55.4,BUILD,""
MB-4601051,"Pinawa",CSD,"Local Government District",01,Eastman,,pinawa,50.17500,-95.96667,CGN,1558,1504,797,126.51,"StatCan 98-10-0002",89,287,55.2,BUILD,""
MB-4601035,"Stuartburn",CSD,"Rural Municipality",01,Eastman,,stuartburn,49.13333,-96.51667,CGN,1731,1648,776,1161.45,"StatCan 98-10-0002",96,260,55.2,BUILD,""
MB-4604040,"Louise",CSD,"Rural Municipality",04,Pembina Valley,,louise,49.16306,-98.90056,CGN,2025,1918,884,934.81,"StatCan 98-10-0002",151,107,55.2,BUILD,""
MB-UNP-ile-des-chenes,"Ile des Chênes",COMMUNITY,"Community",02,Eastman,,ile-des-chenes,49.71056,-96.98833,CGN,1572,,,,"StatCan 98-10-0011 (population centre)",23,213,55.2,BUILD,""
MB-UNP-st-adolphe,"St. Adolphe",COMMUNITY,"Community",02,Eastman,,st-adolphe,49.67444,-97.11056,CGN,1595,,,,"StatCan 98-10-0011 (population centre)",25,205,55.2,BUILD,""
MB-UNP-fairfield-park,"Fairfield Park",NEIGHBORHOOD,"Neighborhood",11,Winnipeg Metro,winnipeg,fairfield-park,49.79750,-97.16500,CGN,3325,,,,"GeoNames (census-derived)",11,200,55.1,DEFER,"insufficient hyper-local signals (census cluster / minor locality)"
MB-UNP-oak-bluff,"Oak Bluff",COMMUNITY,"Community",10,Central Plains,,oak-bluff,49.77361,-97.32139,CGN,1442,,,,"StatCan 98-10-0011 (population centre)",19,189,55.1,BUILD,""
MB-4603030,"Montcalm",CSD,"Rural Municipality",03,Pembina Valley,,montcalm,49.16500,-97.33944,CGN,1278,1260,524,468.25,"StatCan 98-10-0002",82,203,55,BUILD,""
MB-4606023,"Pipestone",CSD,"Rural Municipality",06,Westman,,pipestone,49.67000,-101.16722,CGN,1422,1458,677,1149.86,"StatCan 98-10-0002",290,90,55,BUILD,""
MB-4608042,"Victoria",CSD,"Rural Municipality",08,Central Plains,,victoria,49.66417,-98.89556,CGN,1188,1132,518,703.54,"StatCan 98-10-0002",129,78,55,BUILD,""
MB-UNP-shilo,"Shilo",COMMUNITY,"Unincorporated Community",07,Westman,,shilo,49.80556,-99.64111,CGN,1419,,,,"GeoNames (census-derived)",180,23,55,BUILD,""
MB-4601043,"Reynolds",CSD,"Rural Municipality",01,Eastman,,reynolds,49.70833,-95.93333,CGN,1344,1338,910,3559.65,"StatCan 98-10-0002",89,289,54.9,BUILD,""
MB-4604034,"Pembina",CSD,"Rural Municipality",04,Pembina Valley,,pembina,49.16722,-98.48611,CGN,2406,2347,1002,1130.57,"StatCan 98-10-0002",127,130,54.9,BUILD,""
MB-4603058,"Thompson",CSD,"Rural Municipality",03,Pembina Valley,,thompson-rm,49.33472,-98.25056,CGN,1518,1422,471,531.24,"StatCan 98-10-0002",102,135,54.8,BUILD,""
MB-4601039,"Piney",CSD,"Rural Municipality",01,Eastman,,piney,49.22500,-95.91667,CGN,1843,1726,1172,2430.32,"StatCan 98-10-0002",115,299,54.7,BUILD,""
MB-4603062,"Roland",CSD,"Rural Municipality",03,Pembina Valley,,roland,49.33556,-97.91111,CGN,1145,1129,424,484.47,"StatCan 98-10-0002",83,158,54.7,BUILD,""
MB-UNP-blumenort,"Blumenort",COMMUNITY,"Local Urban District",02,Eastman,,blumenort,49.60444,-96.68889,CGN,1738,,,,"StatCan 98-10-0011 (population centre)",46,236,54.7,BUILD,""
MB-4601060,"Lac du Bonnet",CSD,"Town",01,Eastman,,lac-du-bonnet,50.25361,-96.06056,CGN,1064,1089,549,2.26,"StatCan 98-10-0002",87,281,54.5,BUILD,""
MB-4618044,"Coldwell",CSD,"Rural Municipality",18,Interlake,,coldwell,50.64583,-97.90194,CGN,1313,1254,734,891.85,"StatCan 98-10-0002",100,171,54.5,BUILD,""
MB-UNP-landmark,"Landmark",COMMUNITY,"Local Urban District",02,Eastman,,landmark,49.67167,-96.82167,CGN,1284,,,,"StatCan 98-10-0011 (population centre)",34,226,54.5,BUILD,""
MB-4601075,"Powerview-Pine Falls",CSD,"Town",01,Eastman,,powerview-pine-falls,50.56722,-96.19694,CGN,1239,1316,566,4.82,"StatCan 98-10-0002",100,279,54.4,BUILD,""
MB-UNP-grunthal,"Grunthal",COMMUNITY,"Local Urban District",02,Eastman,,grunthal,49.40667,-96.85806,CGN,1782,,,,"StatCan 98-10-0011 (population centre)",58,228,54.4,BUILD,""
MB-UNP-bruce-park,"Bruce Park",NEIGHBORHOOD,"Neighborhood",11,Winnipeg Metro,winnipeg,bruce-park,49.87639,-97.21667,CGN,2105,,,,"GeoNames (census-derived)",6,196,54.3,DEFER,"insufficient hyper-local signals (census cluster / minor locality)"
MB-UNP-parc-la-salle,"Parc La Salle",NEIGHBORHOOD,"Neighborhood",11,Winnipeg Metro,winnipeg,parc-la-salle,49.76500,-97.15917,CGN,2360,,,,"GeoNames (census-derived)",15,200,54.3,DEFER,"insufficient hyper-local signals (census cluster / minor locality)"
MB-4618068,"Fisher",CSD,"Rural Municipality",18,Interlake,,fisher,51.07500,-97.58333,CGN,1845,1827,799,1486.17,"StatCan 98-10-0002",135,216,54.2,BUILD,""
MB-4605052,"Melita",CSD,"Town",05,Westman,,melita,49.26806,-100.99583,CGN,1041,1042,548,3.19,"StatCan 98-10-0002",287,99,54.1,BUILD,""
MB-4618074,"Arborg",CSD,"Town",18,Interlake,,arborg,50.90722,-97.21694,CGN,1279,1232,531,2.22,"StatCan 98-10-0002",113,227,54.1,BUILD,""
MB-4617048,"Dauphin",CSD,"Rural Municipality",17,Parkland,,dauphin-rm,51.19583,-100.06250,CGN,2136,2298,1023,1512.79,"StatCan 98-10-0002",252,150,54,BUILD,""
MB-UNP-birchwood,"Birchwood",NEIGHBORHOOD,"Neighborhood",11,Winnipeg Metro,winnipeg,birchwood,49.87417,-97.25611,CGN,1890,,,,"GeoNames (census-derived)",9,193,54,DEFER,"insufficient hyper-local signals (census cluster / minor locality)"
MB-4602037,"St-Pierre-Jolys",CSD,"Village",02,Eastman,,st-pierre-jolys,49.44028,-96.98444,CGN,1305,1170,518,2.61,"StatCan 98-10-0002",52,218,53.9,BUILD,""
MB-4617041,"Ste. Rose",CSD,"Rural Municipality",17,Parkland,,ste-rose,50.99972,-99.41639,CGN,1591,1712,764,630.04,"StatCan 98-10-0002",203,133,53.9,BUILD,""
MB-4619050,"Fort Alexander 3",CSD,"Community",19,Northern Manitoba,,fort-alexander-3,50.60889,-96.29556,CGN,2127,1929,698,87.95,"StatCan 98-10-0002",99,273,53.5,BUILD,""
MB-UNP-richmond-lakes,"Richmond Lakes",NEIGHBORHOOD,"Neighborhood",11,Winnipeg Metro,winnipeg,richmond-lakes,49.77083,-97.16500,CGN,1580,,,,"GeoNames (census-derived)",14,200,53.5,DEFER,"insufficient hyper-local signals (census cluster / minor locality)"
MB-UNP-st-malo,"St. Malo",COMMUNITY,"Local Urban District",02,Eastman,,st-malo,49.31722,-96.94889,CGN,1227,,,,"Wikidata P1082 (census-sourced)",66,224,53.4,BUILD,""
MB-4608069,"Sandy Bay 5",CSD,"Community",08,Central Plains,,sandy-bay-5,50.55000,-98.64722,CGN,2598,2515,556,59.6,"StatCan 98-10-0002",130,121,53.3,BUILD,""
MB-4622026,"Thompson",CSD,"City",22,Northern Manitoba,,thompson,55.74333,-97.85528,CGN,13035,13678,5442,16.62,"StatCan 98-10-0002",652,670,53.2,BUILD,""
MB-4617026,"Alonsa",CSD,"Rural Municipality",17,Parkland,,alonsa,50.98333,-99.05000,CGN,1210,1247,659,3006.17,"StatCan 98-10-0002",182,141,53.1,BUILD,""
MB-4617054,"Gilbert Plains",CSD,"Rural Municipality",17,Parkland,,gilbert-plains,51.18333,-100.41667,CGN,1420,1470,741,1050.15,"StatCan 98-10-0002",272,152,53.1,BUILD,""
MB-4607076,"Riverdale",CSD,"Locality",07,Westman,,riverdale,50.18778,-99.97417,CGN,1803,2133,788,576.02,"StatCan 98-10-0002",205,38,53,BUILD,""
MB-WPG-wildwood,"Wildwood",NEIGHBORHOOD,"Neighborhood",11,Winnipeg Metro,winnipeg,wildwood,49.84700,-97.13000,Wikidata,1130,,,,"Wikidata P1082 (census-sourced)",5,202,53,BUILD,""
MB-4617058,"Grandview",CSD,"Rural Municipality",17,Parkland,,grandview,51.20000,-100.81250,CGN,1419,1482,750,1147.99,"StatCan 98-10-0002",297,162,52.8,BUILD,""
MB-4604057,"Argyle",CSD,"Rural Municipality",04,Pembina Valley,,argyle,49.34639,-99.24667,CGN,994,1025,515,768.63,"StatCan 98-10-0002",164,75,52.7,BUILD,""
MB-4609025,"Long Plain 6",CSD,"Community",09,Central Plains,,long-plain-6,49.84306,-98.47500,CGN,1335,1232,399,35.09,"StatCan 98-10-0002",96,106,52.7,BUILD,""
MB-UNP-woodhaven,"Woodhaven",NEIGHBORHOOD,"Neighborhood",11,Winnipeg Metro,winnipeg,woodhaven,49.87389,-97.27306,CGN,1035,,,,"GeoNames (census-derived)",10,192,52.7,DEFER,"insufficient hyper-local signals (census cluster / minor locality)"
MB-4619059,"Peguis 1B",CSD,"Community",19,Northern Manitoba,,peguis-1b,51.30417,-97.56389,CGN,3053,2704,909,310.31,"StatCan 98-10-0002",160,234,52.4,BUILD,""
MB-4606040,"Sioux Valley Dakota Nation",CSD,"First Nation Administrative Location",06,Westman,,sioux-valley-dakota-nation,49.85911,-100.48475,CGN,1057,1028,345,37.94,"StatCan 98-10-0002",240,38,51.9,BUILD,""
MB-4620048,"Swan River",CSD,"Town",20,Parkland,,swan-river,52.10583,-101.26667,CGN,4049,4014,2020,6.81,"StatCan 98-10-0002",379,267,51.8,BUILD,""
MB-4618060,"Grahamdale",CSD,"Rural Municipality",18,Interlake,,grahamdale,51.37500,-98.54167,CGN,1278,1334,886,2365.94,"StatCan 98-10-0002",192,197,51.7,BUILD,""
MB-4617072,"Mossey River",CSD,"Rural Municipality",17,Parkland,,mossey-river,51.66667,-100.00000,CGN,1450,1145,730,1119.96,"StatCan 98-10-0002",282,202,51.6,BUILD,""
MB-UNP-tyndall,"Tyndall",COMMUNITY,"Local Urban District",12,Eastman,,tyndall,50.08278,-96.65833,CGN,935,,,,"GeoNames (census-derived)",40,237,51.6,BUILD,""
MB-4616005,"Rossburn",CSD,"Rural Municipality",16,Parkland,,rossburn,50.72778,-100.74028,CGN,973,976,619,672.29,"StatCan 98-10-0002",272,113,51.5,BUILD,""
MB-4601078,"Victoria Beach",CSD,"Rural Municipality",01,Eastman,,victoria-beach,50.65056,-96.56472,CGN,689,398,1854,20.71,"StatCan 98-10-0002",93,257,51.4,BUILD,""
MB-UNP-warren,"Warren",COMMUNITY,"Local Urban District",14,Interlake,,warren,50.13167,-97.54667,CGN,818,,,,"GeoNames (census-derived)",39,175,51.4,BUILD,""
MB-4615032,"Oakview",CSD,"Community",15,Westman,,oakview,51.08672,-98.63544,GeoNames,1928,1626,828,1141.98,"StatCan 98-10-0002",170,166,51.3,BUILD,""
MB-4617035,"McCreary",CSD,"Rural Municipality",17,Parkland,,mccreary,50.75000,-99.33333,CGN,748,892,396,527.77,"StatCan 98-10-0002",183,109,51.1,BUILD,""
MB-4613049,"Dunnottar",CSD,"Village",13,Interlake,,dunnottar,50.45389,-96.94722,CGN,989,763,1206,2.8,"StatCan 98-10-0002",64,224,51,BUILD,""
MB-4621045,"The Pas",CSD,"Town",21,Northern Manitoba,,the-pas,53.82500,-101.25333,CGN,5639,5369,2365,44.69,"StatCan 98-10-0002",520,451,49.9,BUILD,""
MB-UNP-st-jean-baptiste,"St. Jean Baptiste",COMMUNITY,"Local Urban District",03,Pembina Valley,,st-jean-baptiste,49.26556,-97.33972,CGN,563,,,,"GeoNames (census-derived)",71,199,49.7,DEFER,"score < 50"
MB-4617029,"Ebb and Flow 52",CSD,"Indian Reserve",17,Parkland,,ebb-and-flow-52,51.03812,-99.06857,GeoNames,1608,1341,446,45.69,"StatCan 98-10-0002",187,146,49.5,DEFER,"score < 50"
